state_id,state_kind,state_label,device,asset_id,category,archive,resource_selector,near_live,far_live,total_live,lifetime,confidence
scene-pre-level-12,scene,Pre-level 12 cutscene,pc,flame-sword-potion,permanent,PRINCE.DAT,table 150; image resources 151-173,192,4416,4608,startup anchor; slot 1 remains resident,exact
scene-pre-level-12,scene,Pre-level 12 cutscene,pc,kid,character,KID.DAT,table 400; image resources 401-619,884,35600,36484,gameplay session; slot 2 remains through pre-level scenes and reunion,exact
scene-pre-level-12,scene,Pre-level 12 cutscene,pc,pv-950-backdrop-retained,cutscene,PV.DAT,table 950 after freeing the resource 951 image copy; its mask and the remaining image/mask records stay resident,104,36920,37024,PV actor stage; slot 8 backdrop remainder,exact
scene-pre-level-12,scene,Pre-level 12 cutscene,pc,pv-800,cutscene,PV.DAT,table 800; image resources 801-817,76,8108,8184,current PV scene; slot 3,exact
scene-pre-level-12,scene,Pre-level 12 cutscene,pc,pv-900,cutscene,PV.DAT,table 900; image resources 901-930,128,13828,13956,late PV scene or reunion; slot 4,exact
scene-pre-level-12,scene,Pre-level 12 cutscene,pc,surface-gameplay,surface,,runtime-created surface; not stored in a DAT,436,15362,15798,current gameplay or full-screen display state,exact
scene-pre-level-12,scene,Pre-level 12 cutscene,pc,sound-pc,sound,IBM_SND1.DAT | IBM_SND2.DAT,IBM_SND1 resources 10000-10043; selected logical sounds 44-56 use IBM_SND2,0,3388,3388,"core sounds persist; title, ending, and event sounds follow state boundaries",exact resource-selected totals; see the Sound Blaster detection caveat
scene-pre-level-12,scene,Pre-level 12 cutscene,sb,sword,permanent,PRINCE.DAT,table 700; image resources 701-734,144,2680,2824,startup anchor; slot 0 remains resident,exact
scene-pre-level-12,scene,Pre-level 12 cutscene,sb,flame-sword-potion,permanent,PRINCE.DAT,table 150; image resources 151-173,192,4416,4608,startup anchor; slot 1 remains resident,exact
scene-pre-level-12,scene,Pre-level 12 cutscene,sb,kid,character,KID.DAT,table 400; image resources 401-619,884,35600,36484,gameplay session; slot 2 remains through pre-level scenes and reunion,exact
scene-pre-level-12,scene,Pre-level 12 cutscene,sb,pv-950-backdrop-retained,cutscene,PV.DAT,table 950 after freeing the resource 951 image copy; its mask and the remaining image/mask records stay resident,104,36920,37024,PV actor stage; slot 8 backdrop remainder,exact
scene-pre-level-12,scene,Pre-level 12 cutscene,sb,pv-800,cutscene,PV.DAT,table 800; image resources 801-817,76,8108,8184,current PV scene; slot 3,exact
scene-pre-level-12,scene,Pre-level 12 cutscene,sb,pv-900,cutscene,PV.DAT,table 900; image resources 901-930,128,13828,13956,late PV scene or reunion; slot 4,exact
scene-pre-level-12,scene,Pre-level 12 cutscene,sb,surface-gameplay,surface,,runtime-created surface; not stored in a DAT,436,15362,15798,current gameplay or full-screen display state,exact
scene-pre-level-12,scene,Pre-level 12 cutscene,sb,sound-sb,sound,DIGISND3.DAT | DIGISND1.DAT | DIGISND2.DAT | MIDISND1.DAT | IBM_SND1.DAT,DIGISND3/1 digitized core plus PRINCE resource 1 OPL bank; DIGISND2/MIDISND2 optional resources and MIDI/IBM fallbacks,0,89148,89148,"core sounds persist; title, ending, and event sounds follow state boundaries",exact resource-selected totals; see the Sound Blaster detection caveat
scene-pre-level-12,scene,Pre-level 12 cutscene,mt32,sword,permanent,PRINCE.DAT,table 700; image resources 701-734,144,2680,2824,startup anchor; slot 0 remains resident,exact
scene-pre-level-12,scene,Pre-level 12 cutscene,mt32,flame-sword-potion,permanent,PRINCE.DAT,table 150; image resources 151-173,192,4416,4608,startup anchor; slot 1 remains resident,exact
scene-pre-level-12,scene,Pre-level 12 cutscene,mt32,kid,character,KID.DAT,table 400; image resources 401-619,884,35600,36484,gameplay session; slot 2 remains through pre-level scenes and reunion,exact
scene-pre-level-12,scene,Pre-level 12 cutscene,mt32,pv-950-backdrop-retained,cutscene,PV.DAT,table 950 after freeing the resource 951 image copy; its mask and the remaining image/mask records stay resident,104,36920,37024,PV actor stage; slot 8 backdrop remainder,exact
scene-pre-level-12,scene,Pre-level 12 cutscene,mt32,pv-800,cutscene,PV.DAT,table 800; image resources 801-817,76,8108,8184,current PV scene; slot 3,exact
scene-pre-level-12,scene,Pre-level 12 cutscene,mt32,pv-900,cutscene,PV.DAT,table 900; image resources 901-930,128,13828,13956,late PV scene or reunion; slot 4,exact
scene-pre-level-12,scene,Pre-level 12 cutscene,mt32,surface-gameplay,surface,,runtime-created surface; not stored in a DAT,436,15362,15798,current gameplay or full-screen display state,exact
scene-pre-level-12,scene,Pre-level 12 cutscene,mt32,sound-mt32,sound,MT32SND1.DAT | MT32SND2.DAT | MIDISND1.DAT | MIDISND2.DAT | IBM_SND1.DAT,"MT32SND1 resources 10000-10023, MIDISND1/IBM core fallbacks, then MT32SND2/MIDISND2 optional resources",0,10690,10690,"core sounds persist; title, ending, and event sounds follow state boundaries",exact resource-selected totals; see the Sound Blaster detection caveat
scene-ending-reunion,scene,Level 14 reunion animation,pc,sword,permanent,PRINCE.DAT,table 700; image resources 701-734,144,2680,2824,startup anchor; slot 0 remains resident,exact
scene-ending-reunion,scene,Level 14 reunion animation,pc,flame-sword-potion,permanent,PRINCE.DAT,table 150; image resources 151-173,192,4416,4608,startup anchor; slot 1 remains resident,exact
scene-ending-reunion,scene,Level 14 reunion animation,pc,kid,character,KID.DAT,table 400; image resources 401-619,884,35600,36484,gameplay session; slot 2 remains through pre-level scenes and reunion,exact
scene-ending-reunion,scene,Level 14 reunion animation,pc,pv-950-backdrop-retained,cutscene,PV.DAT,table 950 after freeing the resource 951 image copy; its mask and the remaining image/mask records stay resident,104,36920,37024,PV actor stage; slot 8 backdrop remainder,exact
scene-ending-reunion,scene,Level 14 reunion animation,pc,pv-800,cutscene,PV.DAT,table 800; image resources 801-817,76,8108,8184,current PV scene; slot 3,exact
scene-ending-reunion,scene,Level 14 reunion animation,pc,pv-900,cutscene,PV.DAT,table 900; image resources 901-930,128,13828,13956,late PV scene or reunion; slot 4,exact
scene-ending-reunion,scene,Level 14 reunion animation,pc,surface-gameplay,surface,,runtime-created surface; not stored in a DAT,436,15362,15798,current gameplay or full-screen display state,exact
scene-ending-reunion,scene,Level 14 reunion animation,pc,sound-pc,sound,IBM_SND1.DAT | IBM_SND2.DAT,IBM_SND1 resources 10000-10043; selected logical sounds 44-56 use IBM_SND2,0,3388,3388,"core sounds persist; title, ending, and event sounds follow state boundaries",exact resource-selected totals; see the Sound Blaster detection caveat
scene-ending-reunion,scene,Level 14 reunion animation,sb,sword,permanent,PRINCE.DAT,table 700; image resources 701-734,144,2680,2824,startup anchor; slot 0 remains resident,exact
scene-ending-reunion,scene,Level 14 reunion animation,sb,flame-sword-potion,permanent,PRINCE.DAT,table 150; image resources 151-173,192,4416,4608,startup anchor; slot 1 remains resident,exact
scene-ending-reunion,scene,Level 14 reunion animation,sb,kid,character,KID.DAT,table 400; image resources 401-619,884,35600,36484,gameplay session; slot 2 remains through pre-level scenes and reunion,exact
scene-ending-reunion,scene,Level 14 reunion animation,sb,pv-950-backdrop-retained,cutscene,PV.DAT,table 950 after freeing the resource 951 image copy; its mask and the remaining image/mask records stay resident,104,36920,37024,PV actor stage; slot 8 backdrop remainder,exact
scene-ending-reunion,scene,Level 14 reunion animation,sb,pv-800,cutscene,PV.DAT,table 800; image resources 801-817,76,8108,8184,current PV scene; slot 3,exact
scene-ending-reunion,scene,Level 14 reunion animation,sb,pv-900,cutscene,PV.DAT,table 900; image resources 901-930,128,13828,13956,late PV scene or reunion; slot 4,exact
scene-ending-reunion,scene,Level 14 reunion animation,sb,surface-gameplay,surface,,runtime-created surface; not stored in a DAT,436,15362,15798,current gameplay or full-screen display state,exact
scene-ending-reunion,scene,Level 14 reunion animation,sb,sound-sb,sound,DIGISND3.DAT | DIGISND1.DAT | DIGISND2.DAT | MIDISND1.DAT | IBM_SND1.DAT,DIGISND3/1 digitized core plus PRINCE resource 1 OPL bank; DIGISND2/MIDISND2 optional resources and MIDI/IBM fallbacks,0,89148,89148,"core sounds persist; title, ending, and event sounds follow state boundaries",exact resource-selected totals; see the Sound Blaster detection caveat
scene-ending-reunion,scene,Level 14 reunion animation,mt32,sword,permanent,PRINCE.DAT,table 700; image resources 701-734,144,2680,2824,startup anchor; slot 0 remains resident,exact
scene-ending-reunion,scene,Level 14 reunion animation,mt32,flame-sword-potion,permanent,PRINCE.DAT,table 150; image resources 151-173,192,4416,4608,startup anchor; slot 1 remains resident,exact
scene-ending-reunion,scene,Level 14 reunion animation,mt32,kid,character,KID.DAT,table 400; image resources 401-619,884,35600,36484,gameplay session; slot 2 remains through pre-level scenes and reunion,exact
scene-ending-reunion,scene,Level 14 reunion animation,mt32,pv-950-backdrop-retained,cutscene,PV.DAT,table 950 after freeing the resource 951 image copy; its mask and the remaining image/mask records stay resident,104,36920,37024,PV actor stage; slot 8 backdrop remainder,exact
scene-ending-reunion,scene,Level 14 reunion animation,mt32,pv-800,cutscene,PV.DAT,table 800; image resources 801-817,76,8108,8184,current PV scene; slot 3,exact
scene-ending-reunion,scene,Level 14 reunion animation,mt32,pv-900,cutscene,PV.DAT,table 900; image resources 901-930,128,13828,13956,late PV scene or reunion; slot 4,exact
scene-ending-reunion,scene,Level 14 reunion animation,mt32,surface-gameplay,surface,,runtime-created surface; not stored in a DAT,436,15362,15798,current gameplay or full-screen display state,exact
scene-ending-reunion,scene,Level 14 reunion animation,mt32,sound-mt32,sound,MT32SND1.DAT | MT32SND2.DAT | MIDISND1.DAT | MIDISND2.DAT | IBM_SND1.DAT,"MT32SND1 resources 10000-10023, MIDISND1/IBM core fallbacks, then MT32SND2/MIDISND2 optional resources",0,10690,10690,"core sounds persist; title, ending, and event sounds follow state boundaries",exact resource-selected totals; see the Sound Blaster detection caveat
scene-time-expired,scene,Time-expired princess scene,pc,sword,permanent,PRINCE.DAT,table 700; image resources 701-734,144,2680,2824,startup anchor; slot 0 remains resident,exact
scene-time-expired,scene,Time-expired princess scene,pc,flame-sword-potion,permanent,PRINCE.DAT,table 150; image resources 151-173,192,4416,4608,startup anchor; slot 1 remains resident,exact
scene-time-expired,scene,Time-expired princess scene,pc,pv-950-backdrop-retained,cutscene,PV.DAT,table 950 after freeing the resource 951 image copy; its mask and the remaining image/mask records stay resident,104,36920,37024,PV actor stage; slot 8 backdrop remainder,exact
scene-time-expired,scene,Time-expired princess scene,pc,pv-800,cutscene,PV.DAT,table 800; image resources 801-817,76,8108,8184,current PV scene; slot 3,exact
scene-time-expired,scene,Time-expired princess scene,pc,pv-900,cutscene,PV.DAT,table 900; image resources 901-930,128,13828,13956,late PV scene or reunion; slot 4,exact
scene-time-expired,scene,Time-expired princess scene,pc,surface-full-screen,surface,,runtime-created surface; not stored in a DAT,452,16002,16454,current gameplay or full-screen display state,exact
scene-time-expired,scene,Time-expired princess scene,pc,sound-pc,sound,IBM_SND1.DAT | IBM_SND2.DAT,IBM_SND1 resources 10000-10043; selected logical sounds 44-56 use IBM_SND2,0,3388,3388,"core sounds persist; title, ending, and event sounds follow state boundaries",exact resource-selected totals; see the Sound Blaster detection caveat
scene-time-expired,scene,Time-expired princess scene,sb,sword,permanent,PRINCE.DAT,table 700; image resources 701-734,144,2680,2824,startup anchor; slot 0 remains resident,exact
scene-time-expired,scene,Time-expired princess scene,sb,flame-sword-potion,permanent,PRINCE.DAT,table 150; image resources 151-173,192,4416,4608,startup anchor; slot 1 remains resident,exact
scene-time-expired,scene,Time-expired princess scene,sb,pv-950-backdrop-retained,cutscene,PV.DAT,table 950 after freeing the resource 951 image copy; its mask and the remaining image/mask records stay resident,104,36920,37024,PV actor stage; slot 8 backdrop remainder,exact
scene-time-expired,scene,Time-expired princess scene,sb,pv-800,cutscene,PV.DAT,table 800; image resources 801-817,76,8108,8184,current PV scene; slot 3,exact
scene-time-expired,scene,Time-expired princess scene,sb,pv-900,cutscene,PV.DAT,table 900; image resources 901-930,128,13828,13956,late PV scene or reunion; slot 4,exact
scene-time-expired,scene,Time-expired princess scene,sb,surface-full-screen,surface,,runtime-created surface; not stored in a DAT,452,16002,16454,current gameplay or full-screen display state,exact
scene-time-expired,scene,Time-expired princess scene,sb,sound-sb,sound,DIGISND3.DAT | DIGISND1.DAT | DIGISND2.DAT | MIDISND1.DAT | IBM_SND1.DAT,DIGISND3/1 digitized core plus PRINCE resource 1 OPL bank; DIGISND2/MIDISND2 optional resources and MIDI/IBM fallbacks,0,89148,89148,"core sounds persist; title, ending, and event sounds follow state boundaries",exact resource-selected totals; see the Sound Blaster detection caveat
scene-time-expired,scene,Time-expired princess scene,mt32,sword,permanent,PRINCE.DAT,table 700; image resources 701-734,144,2680,2824,startup anchor; slot 0 remains resident,exact
scene-time-expired,scene,Time-expired princess scene,mt32,flame-sword-potion,permanent,PRINCE.DAT,table 150; image resources 151-173,192,4416,4608,startup anchor; slot 1 remains resident,exact
scene-time-expired,scene,Time-expired princess scene,mt32,pv-950-backdrop-retained,cutscene,PV.DAT,table 950 after freeing the resource 951 image copy; its mask and the remaining image/mask records stay resident,104,36920,37024,PV actor stage; slot 8 backdrop remainder,exact
scene-time-expired,scene,Time-expired princess scene,mt32,pv-800,cutscene,PV.DAT,table 800; image resources 801-817,76,8108,8184,current PV scene; slot 3,exact
scene-time-expired,scene,Time-expired princess scene,mt32,pv-900,cutscene,PV.DAT,table 900; image resources 901-930,128,13828,13956,late PV scene or reunion; slot 4,exact
scene-time-expired,scene,Time-expired princess scene,mt32,surface-full-screen,surface,,runtime-created surface; not stored in a DAT,452,16002,16454,current gameplay or full-screen display state,exact
scene-time-expired,scene,Time-expired princess scene,mt32,sound-mt32,sound,MT32SND1.DAT | MT32SND2.DAT | MIDISND1.DAT | MIDISND2.DAT | IBM_SND1.DAT,"MT32SND1 resources 10000-10023, MIDISND1/IBM core fallbacks, then MT32SND2/MIDISND2 optional resources",0,10690,10690,"core sounds persist; title, ending, and event sounds follow state boundaries",exact resource-selected totals; see the Sound Blaster detection caveat
scene-ending-title,scene,Ending title/high score,pc,sword,permanent,PRINCE.DAT,table 700; image resources 701-734,144,2680,2824,startup anchor; slot 0 remains resident,exact
scene-ending-title,scene,Ending title/high score,pc,flame-sword-potion,permanent,PRINCE.DAT,table 150; image resources 151-173,192,4416,4608,startup anchor; slot 1 remains resident,exact
scene-ending-title,scene,Ending title/high score,pc,title-40,title,TITLE.DAT,table 40; image resources 41-45,28,11796,11824,title/story or ending display,exact
scene-ending-title,scene,Ending title/high score,pc,title-50,title,TITLE.DAT,table 50; image resources 51-55,28,24714,24742,title/story or ending display,exact
scene-ending-title,scene,Ending title/high score,pc,surface-full-screen,surface,,runtime-created surface; not stored in a DAT,452,16002,16454,current gameplay or full-screen display state,exact
scene-ending-title,scene,Ending title/high score,pc,sound-pc,sound,IBM_SND1.DAT | IBM_SND2.DAT,IBM_SND1 resources 10000-10043; selected logical sounds 44-56 use IBM_SND2,0,5238,5238,"core sounds persist; title, ending, and event sounds follow state boundaries",exact resource-selected totals; see the Sound Blaster detection caveat
scene-ending-title,scene,Ending title/high score,sb,sword,permanent,PRINCE.DAT,table 700; image resources 701-734,144,2680,2824,startup anchor; slot 0 remains resident,exact
scene-ending-title,scene,Ending title/high score,sb,flame-sword-potion,permanent,PRINCE.DAT,table 150; image resources 151-173,192,4416,4608,startup anchor; slot 1 remains resident,exact
scene-ending-title,scene,Ending title/high score,sb,title-40,title,TITLE.DAT,table 40; image resources 41-45,28,11796,11824,title/story or ending display,exact
scene-ending-title,scene,Ending title/high score,sb,title-50,title,TITLE.DAT,table 50; image resources 51-55,28,24714,24742,title/story or ending display,exact
scene-ending-title,scene,Ending title/high score,sb,surface-full-screen,surface,,runtime-created surface; not stored in a DAT,452,16002,16454,current gameplay or full-screen display state,exact
scene-ending-title,scene,Ending title/high score,sb,sound-sb,sound,DIGISND3.DAT | DIGISND1.DAT | DIGISND2.DAT | MIDISND1.DAT | IBM_SND1.DAT,DIGISND3/1 digitized core plus PRINCE resource 1 OPL bank; DIGISND2/MIDISND2 optional resources and MIDI/IBM fallbacks,0,102738,102738,"core sounds persist; title, ending, and event sounds follow state boundaries",exact resource-selected totals; see the Sound Blaster detection caveat
scene-ending-title,scene,Ending title/high score,mt32,sword,permanent,PRINCE.DAT,table 700; image resources 701-734,144,2680,2824,startup anchor; slot 0 remains resident,exact
scene-ending-title,scene,Ending title/high score,mt32,flame-sword-potion,permanent,PRINCE.DAT,table 150; image resources 151-173,192,4416,4608,startup anchor; slot 1 remains resident,exact
scene-ending-title,scene,Ending title/high score,mt32,title-40,title,TITLE.DAT,table 40; image resources 41-45,28,11796,11824,title/story or ending display,exact
scene-ending-title,scene,Ending title/high score,mt32,title-50,title,TITLE.DAT,table 50; image resources 51-55,28,24714,24742,title/story or ending display,exact
scene-ending-title,scene,Ending title/high score,mt32,surface-full-screen,surface,,runtime-created surface; not stored in a DAT,452,16002,16454,current gameplay or full-screen display state,exact
scene-ending-title,scene,Ending title/high score,mt32,sound-mt32,sound,MT32SND1.DAT | MT32SND2.DAT | MIDISND1.DAT | MIDISND2.DAT | IBM_SND1.DAT,"MT32SND1 resources 10000-10023, MIDISND1/IBM core fallbacks, then MT32SND2/MIDISND2 optional resources",0,24280,24280,"core sounds persist; title, ending, and event sounds follow state boundaries",exact resource-selected totals; see the Sound Blaster detection caveat
